CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50114214,MOCHA CAFE,Bronx,145,WEST KINGSBRIDGE ROAD,10468,American,2/26/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,65,,,3/16/24,Pre-permit (Operational) / Compliance Inspection,40.86944839,-73.90355883,208,14,26701,2015290,2032480143,BX28
50143482,KALON FOOD + EVENTS,Queens,4026,28TH ST,11101,Fusion,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,77,Z,1/29/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.75224614,-73.93679757,401,26,3300,4004892,4004050034,QN68
50074193,ESTRELLA BRONX RESTAURANT,Bronx,2051,WEBSTER AVENUE,10457,Latin American,1/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,3/16/24,Cycle Inspection / Initial Inspection,40.85128239,-73.89878496,205,15,37900,2013298,2031420058,BX41
50123805,QK Restaurant Inc.,Queens,4626,KISSENA BLVD,11355,Chinese,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,71,,,3/16/24,Cycle Inspection / Initial Inspection,40.7500395,-73.81851955,407,20,84500,4314742,4051490138,QN22
50050528,B'KLYN BURRO,Brooklyn,922,FULTON STREET,11238,Mexican,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/5/24,3/16/24,Cycle Inspection / Re-inspection,40.68288392,-73.96411777,302,35,20100,3335108,3020130033,BK69
50080293,HUNGRY BURRITO,Brooklyn,510,MORGAN AVENUE,11222,Mexican,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,47,,,3/16/24,Cycle Inspection / Initial Inspection,40.72160175,-73.93846461,301,34,44900,3069872,3028350001,BK90
50120806,JEN'S FRENCH TOAST,Bronx,607,EAST  169 STREET,10456,Spanish,2/27/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,Z,2/27/24,3/16/24,Cycle Inspection / Re-inspection,40.83186371,-73.90234152,203,16,14900,2009715,2029310097,BX35
50145895,TANG PAVILION,Manhattan,65,WEST   55 STREET,10019,Chinese,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,49,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.76249368,-73.97686804,105,4,10400,1034818,1012710007,MN17
50123726,CLAIRES KITCHEN CAFE,Manhattan,19,SAINT NICHOLAS AVENUE,10026,Coffee/Tea,2/6/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,23,,,3/16/24,Cycle Inspection / Initial Inspection,40.79934545,-73.952439,110,9,21600,1054960,1018210046,MN11
50000551,WOLFNIGHTS,Manhattan,99,RIVINGTON STREET,10002,American,3/6/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,20,Z,3/6/24,3/16/24,Cycle Inspection / Re-inspection,40.72009708,-73.98847027,103,1,1800,1005312,1004100017,MN27
41704563,CARIBE RESTAURANT,Brooklyn,214,CENTRAL AVENUE,11221,Spanish,2/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,3/16/24,Cycle Inspection / Initial Inspection,40.69798871,-73.92499873,304,34,42100,3073771,3032430042,BK78
50081395,GOLDEN PALACE,Queens,4120,DELONG ST,11355,Chinese,1/23/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,41,,,3/16/24,Cycle Inspection / Initial Inspection,40.75470445,-73.83598731,407,20,84900,4596274,4050667504,QN22
50046578,333 LOUNGE,Brooklyn,333,FLATBUSH AVENUE,11217,Caribbean,2/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,39,Z,2/16/24,3/16/24,Cycle Inspection / Re-inspection,40.67775909,-73.97287769,308,35,16100,3028689,3011570005,BK64
50050561,MEXICO EL SALVADOR INC,Queens,11619,MYRTLE AVE,11418,Sandwiches,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,15,,,3/16/24,Cycle Inspection / Initial Inspection,40.70019794,-73.83348559,409,29,13200,4193411,4092570053,QN54
50013900,SUN HING,Brooklyn,1167,WILLMOHR STREET,11212,Chinese,3/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,3/6/24,3/16/24,Cycle Inspection / Re-inspection,40.658312,-73.91571225,317,41,89000,3101973,3046720031,BK96
50129052,SHUFOOD VEGGIE KITCHEN,Queens,1518,COLLEGE POINT BLVD,11356,Vegan,1/24/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,32,C,1/24/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.78403214,-73.84582707,407,19,92500,4098209,4040760020,QN23
50102668,APOLLO CAFE & BAKERY,Queens,4102,DELONG ST,11355,Coffee/Tea,1/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,43,,,3/16/24,Cycle Inspection / Initial Inspection,40.75479781,-73.83601234,407,20,84900,4596274,4050667504,QN22
50074125,SONG SONG FOOD,Queens,16220,NORTHERN BLVD,11358,Korean,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17,Z,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.76167951,-73.80320013,407,20,117100,4120469,4053360021,QN51
50147212,PIKALO ROASTED CHICKEN & PIZZA,Queens,31-51,STEINWAY STREET,11103,Peruvian,2/27/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,N,,3/16/24,Pre-permit (Non-operational) / Initial Inspection,40.76011998,-73.91804836,401,22,15500,4011107,4006780021,QN70
50044896,LIANG'S GARDEN,Bronx,320,CYPRESS AVENUE,10454,Chinese,1/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,3/16/24,Cycle Inspection / Initial Inspection,40.80749928,-73.91343829,201,8,2702,2098006,2025680049,BX39
50127697,BAR 314,Manhattan,3143,BROADWAY,10027,Italian,2/26/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,78,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.81398591,-73.95954182,109,7,21100,1059850,1019930076,MN09
50046793,MAH ZE DAHR BAKERY,Manhattan,28,GREENWICH AVENUE,10011,Bakery Products/Desserts,2/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,2/14/24,3/16/24,Cycle Inspection / Re-inspection,40.73506487,-74.00019846,102,3,7100,1078110,1006060009,MN23
50051765,LA POLLERA DE MARIO,Queens,4120,GREENPOINT AVE,11104,Latin American,2/2/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Cycle Inspection / Initial Inspection,40.74009813,-73.92375669,402,26,18502,4002644,4001970001,QN31
50105516,LENA,Manhattan,12-Oct,MORTON ST,10014,French,1/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.73132644,-74.00353239,102,3,6700,1009916,1005860057,MN23
50128207,OCKY FRIED CHICKEN & PIZZA,Bronx,155,EAST  149 STREET,10451,Chicken,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,60,N,,3/16/24,Cycle Inspection / Initial Inspection,40.81866379,-73.92770557,204,8,6300,2001059,2023470033,BX63
50003242,ROUTE 66 AMERICAN BBQ,Manhattan,79,PEARL STREET,10004,American,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,38,Z,2/15/24,3/16/24,Cycle Inspection / Re-inspection,40.70397992,-74.01025017,101,1,900,1000837,1000290023,MN25
50145823,BEAN HOUSE,Queens,161-01,29 AVENUE,11358,Coffee/Tea,1/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,1/5/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.77118215,-73.80335967,407,19,105900,4110690,4048890063,QN51
50063792,HAPPY BOWLS,Manhattan,61,4 AVENUE,10003,"Juice, Smoothies, Fruit Salads",1/2/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/2/24,3/16/24,Cycle Inspection / Initial Inspection,40.73083479,-73.99045288,103,2,4200,1008956,1005550012,MN22
41600223,FLAVA II,Brooklyn,334,NEW LOTS AVENUE,11207,Caribbean,3/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,Z,3/8/24,3/16/24,Cycle Inspection / Re-inspection,40.66124224,-73.89440317,305,42,112800,3096326,3042970004,BK85
50132556,VIDA,Queens,3027,STEINWAY ST,11103,Latin American,2/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,63,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.76301674,-73.91568753,401,22,14900,4011249,4006800039,QN70
50039368,GOODNIGHT SONNY,Manhattan,134,1 AVENUE,10009,American,2/8/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,44,,,3/16/24,Cycle Inspection / Initial Inspection,40.72766952,-73.98521818,103,2,3200,1005893,1004360060,MN22
50077371,OVER GREENS,Brooklyn,1505,SHEEPSHEAD BAY ROAD,11235,"Juice, Smoothies, Fruit Salads",2/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,35,Z,2/16/24,3/16/24,Cycle Inspection / Re-inspection,40.58732344,-73.95396952,315,48,59000,3204955,3074600012,BK17
41377819,ATHENA MEDITERRANEAN CUISINE,Brooklyn,535,6 AVENUE,11215,Mediterranean,1/31/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,48,,,3/16/24,Cycle Inspection / Initial Inspection,40.66492419,-73.98651536,306,39,14900,3023746,3010430009,BK37
40719693,PROSPECT COFFEE SHOP,Bronx,1309,PROSPECT AVENUE,10459,American,3/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,3/8/24,3/16/24,Cycle Inspection / Initial Inspection,40.82804213,-73.89814835,203,17,13500,2005052,2026810029,BX35
40402089,HENRY ST. ALE HOUSE,Brooklyn,62,HENRY STREET,11201,American,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,Z,1/18/24,3/16/24,Cycle Inspection / Re-inspection,40.69910814,-73.99222097,302,33,100,3001647,3002210027,BK09
50088413,VAN LEEUWEN ICE CREAM,Manhattan,45,SPRING STREET,10012,Frozen Desserts,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37,C,1/23/24,3/16/24,Cycle Inspection / Re-inspection,40.7218762,-73.99607849,102,1,4300,1075962,1004947502,MN24
50050249,JULIA'S COFFEE SHOP,Bronx,232,EAST  144 STREET,10451,Latin American,3/7/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,27,Z,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.81574728,-73.92521595,201,8,5100,2000995,2023400219,BX39
41293756,STARLIGHT GRILL RESTAURANT & SWEETS,Queens,8002,ASTORIA BOULEVARD,11370,Pakistani,1/31/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37,,,3/16/24,Cycle Inspection / Initial Inspection,40.76528574,-73.88883339,403,22,30904,4022743,4010330061,QN28
41256036,KINGSTON BAKE SHOP,Brooklyn,380,KINGSTON AVENUE,11225,Jewish/Kosher,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/29/24,3/16/24,Cycle Inspection / Re-inspection,40.66568735,-73.94255354,309,35,33300,3034304,3012990141,BK63
50068567,1.5 DAK GALBI,Queens,15803,NORTHERN BLVD,11358,Korean,1/18/24,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,Z,1/18/24,3/16/24,Cycle Inspection / Reopening Inspection,40.76344841,-73.80718384,407,19,117100,4119308,4052740006,QN51
40371988,NORTH SHORE DINER,Queens,19652,NORTHERN BLVD,11358,American,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16,,,3/16/24,Cycle Inspection / Initial Inspection,40.75784728,-73.78456423,411,19,145101,4124565,4055200025,QN48
50116813,BOU'OTE,Brooklyn,302,TROY AVENUE,11213,Jewish/Kosher,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,Z,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.66853062,-73.9367222,309,35,33700,3037476,3013940039,BK61
50068543,DYNASTY TASTE LAM,Bronx,539A,EAST TREMONT AVENUE,10457,Chinese,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,C,1/18/24,3/16/24,Cycle Inspection / Re-inspection,40.84659446,-73.89579574,206,15,37504,2011825,2030600028,BX17
50080431,SAUCE AND SODA,Brooklyn,40,WYCKOFF AVENUE,11237,Pizza,1/11/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,64,,,3/16/24,Cycle Inspection / Re-inspection,40.70592449,-73.92184466,304,34,44700,3072771,3031990034,BK77
50140703,DUNKIN,Brooklyn,6000,SHORE PARKWAY,11234,Donuts,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2/28/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.59216235,-73.90814116,318,46,66600,3397741,3085900700,BK99
50128716,CHINA CITY II,Brooklyn,1732,86 STREET,11214,Chinese,1/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45,N,,3/16/24,Cycle Inspection / Initial Inspection,40.60798441,-74.00387878,311,38,17800,3166545,3063670043,BK27
40666003,YESHIVA UNIVERSITY - KUSHNER DINING HALL,Manhattan,245,LEXINGTON AVENUE,10016,Jewish/Kosher,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,3/16/24,Cycle Inspection / Initial Inspection,40.74666515,-73.97951534,106,2,7200,1018520,1008900024,MN20
50145888,TASUCO,Brooklyn,808,59 STREET,11220,Asian/Asian Fusion,2/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.63578608,-74.00850302,312,43,10400,3140845,3057070010,BK34
50123443,SUBWAY,Staten Island,1351,FOREST AVENUE,10302,Sandwiches,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/30/24,3/16/24,Cycle Inspection / Re-inspection,40.62594977,-74.1344504,501,49,20100,5024915,5010520001,SI07
41676543,BLUE SPOON,Manhattan,90,WILLIAM STREET,10038,American,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,Z,3/5/24,3/16/24,Cycle Inspection / Re-inspection,40.70817686,-74.0077873,101,1,1502,1087755,1000687502,MN25
